product_name,title,price,original_price,discount_rate,discount_amount,mall_name,product_link,image_url,search_timestamp
오딧세이 블랙 2종,오딧세이 오딧세이 블랙 스페셜 2종세트,54290,79800,31.97,25510,G마켓,https://link.gmarket.co.kr/gate/pcs?item-no=4066674701&sub-id=1003&service-code=10000003&lcd=100000005,https://shopping-phinf.pstatic.net/main_5298360/52983601937.jpg,2025-08-04T00:21:29.184973
오딧세이 블랙 2종,오딧세이 블랙 2종 기획세트 2022 NEW,55850,79800,30.01,23950,daylike,https://smartstore.naver.com/main/products/7651704199,https://shopping-phinf.pstatic.net/main_8519620/85196204521.jpg,2025-08-04T00:21:29.184932
오딧세이 블랙 2종,오딧세이 오딧세이 블랙 스페셜 2종 세트,55860,79800,30.0,23940,G마켓,https://link.gmarket.co.kr/gate/pcs?item-no=3837033945&sub-id=1003&service-code=10000003&lcd=100000005,https://shopping-phinf.pstatic.net/main_5433835/54338355911.jpg,2025-08-04T00:21:29.184478
오딧세이 블랙 2종,오딧세이 블랙 스페셜 2종 세트,55860,79800,30.0,23940,아모레퍼시픽공식몰,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=59825&utm_source=naver&utm_medium=sa&utm_campaign=ao_naver_shopping&utm_content=odyssey,https://shopping-phinf.pstatic.net/main_4303338/43033381048.10.jpg,2025-08-04T00:21:29.184535
오딧세이 블랙 2종,오딧세이 오딧세이 블랙 2종 세트 스킨로션 기초세트,57000,79800,28.57,22800,옥션,https://link.auction.co.kr/gate/pcs?item-no=D962849188&sub-id=1&service-code=10000003,https://shopping-phinf.pstatic.net/main_5578338/55783381910.jpg,2025-08-04T00:21:29.184950
오딧세이 블랙 2종,오딧세이 오딧세이 블랙 2종 세트 스킨로션 기초세트,57000,79800,28.57,22800,G마켓,https://link.gmarket.co.kr/gate/pcs?item-no=3573416364&sub-id=1003&service-code=10000003&lcd=100000005,https://shopping-phinf.pstatic.net/main_5578341/55783415987.jpg,2025-08-04T00:21:29.184955
오딧세이 블랙 2종,오딧세이 블랙 2종 세트,57400,79800,28.07,22400,토즈미,https://smartstore.naver.com/main/products/7693069662,https://shopping-phinf.pstatic.net/main_8523756/85237569984.jpg,2025-08-04T00:21:29.184922
오딧세이 블랙 2종,아모레 오딧세이 블랙 스페셜 2종 기획세트 40 50 60대 남자 남성화장품,58850,79800,26.25,20950,미남해피,https://smartstore.naver.com/main/products/5651406209,https://shopping-phinf.pstatic.net/main_8319590/83195903513.1.jpg,2025-08-04T00:21:29.185078
오딧세이 블랙 2종,아모레 오딧세이 블랙 스페셜 2종 기획세트 40 50 60대 남자 남성화장품,58850,79800,26.25,20950,쏘스킨,https://smartstore.naver.com/main/products/5651406762,https://shopping-phinf.pstatic.net/main_8319590/83195904066.1.jpg,2025-08-04T00:21:29.185168
오딧세이 블랙 2종,오딧세이 아모레 오딧세이 블랙 스페셜 2종세트,59670,79800,25.23,20130,옥션,https://link.auction.co.kr/gate/pcs?item-no=D553420560&sub-id=1&service-code=10000003,https://shopping-phinf.pstatic.net/main_5488051/54880511217.jpg,2025-08-04T00:21:29.185173
오딧세이 블랙 2종,오딧세이 오딧세이 블랙 스페셜 2종세트,62570,79800,21.59,17230,G마켓,https://link.gmarket.co.kr/gate/pcs?item-no=4479831818&sub-id=1003&service-code=10000003&lcd=100000005,https://shopping-phinf.pstatic.net/main_5585344/55853445163.jpg,2025-08-04T00:21:29.184959
오딧세이 블랙 2종,오딧세이 블랙 2종세트 [기획세트],63610,79800,20.29,16190,온라인팜스토어,https://smartstore.naver.com/main/products/7573188266,https://shopping-phinf.pstatic.net/main_8511768/85117688588.2.jpg,2025-08-04T00:21:29.184963
오딧세이 블랙 2종,오딧세이 블랙 2종세트 [기획세트] /OPM,63610,79800,20.29,16190,OnParm,https://smartstore.naver.com/main/products/7573188131,https://shopping-phinf.pstatic.net/main_8511768/85117688453.2.jpg,2025-08-04T00:21:29.185040
오딧세이 블랙 2종,오딧세이 블랙 2종세트 [단품세트],63610,79800,20.29,16190,온라인팜스토어,https://smartstore.naver.com/main/products/7573187920,https://shopping-phinf.pstatic.net/main_8511768/85117688242.2.jpg,2025-08-04T00:21:29.185049
오딧세이 블랙 2종,오딧세이 블랙 2종세트 [단품세트] /OPM,63610,79800,20.29,16190,OnParm,https://smartstore.naver.com/main/products/7573187803,https://shopping-phinf.pstatic.net/main_8511768/85117688125.2.jpg,2025-08-04T00:21:29.185058
오딧세이 블랙 2종,오딧세이 오딧세이 블랙 2종세트 단품세트,66220,79800,17.02,13580,G마켓,https://link.gmarket.co.kr/gate/pcs?item-no=2661396482&sub-id=1003&service-code=10000003&lcd=100000005,https://shopping-phinf.pstatic.net/main_5523495/55234959050.jpg,2025-08-04T00:21:29.184978
오딧세이 블랙 2종,오디세이 블랙 2종 세트,71120,79800,10.88,8680,스타우라,https://smartstore.naver.com/main/products/9059379953,https://shopping-phinf.pstatic.net/main_8660388/86603880276.1.jpg,2025-08-04T00:21:29.184869
